           0  0.40414518843273806        1.0000000000000000     
           2  0.40414518843273811        1.0000000000000000     
           2  0.28577380332470403       0.95913937933718663     
           4  0.40414518843273795       0.95913937933718652     
           4  0.28577380332470403       0.94134578033668048     
           6  0.40414518843275260       0.94134578033667982     
           6  0.28577380332470403       0.94770987189181677     
           8  0.40414518843267888       0.94770987189181621     
           8  0.28577380332470376       0.93788385651886719     
          10  0.40414518843272290       0.93788385651886796     
          10  0.28577380332470403       0.95195034180220528     
          12  0.40414518843264929       0.95195034180219607     
          12  0.28577380332471003       0.94723360681555757     
          14  0.40414518843279573       0.94723360681556046     
          14  0.28577380332471897       0.93553588441473290     
          16  0.40414518843266395       0.93553588441472169     
          16  0.28577380332471003       0.93691096406087571     
          18  0.40414518843257574       0.93691096406087926     
          18  0.28577380332470403       0.93857513568203699     
          20  0.40414518843307523       0.93857513568203843     
          20  0.28577380332471508       0.93690502866450975     
