           0  0.40414518843273806        1.0000000000000000     
           2  0.40414518843273806        1.0000000000000000     
           2  0.28577380332470426       0.95913937933718652     
           4  0.28577380332470420       0.95913937933718652     
           4  0.23327302697932462       0.94174485964144294     
           6  0.23327302697932464       0.94174485964144294     
           6  0.20196209878489904       0.93820252373745849     
           8  0.20196209878489907       0.93820252373745849     
           8  0.18059199581351931       0.92848095426763699     
          10  0.18059199581351931       0.92848095426763699     
          10  0.16481792737506962       0.92810123072306572     
          12  0.16481792737506964       0.92810123072306572     
          12  0.15255925120810460       0.92703417198299942     
          14  0.15255925120810460       0.92703417198299942     
          14  0.14267812050269227       0.92193776481947587     
          16  0.14267812050269227       0.92193776481948242     
          16  0.13449342516485016       0.92043949664479596     
          18  0.13449342516485016       0.92043949664479530     
          18  0.12756949558151140       0.92040101605114766     
          20  0.12756949558151140       0.92040101605115932     
          20  0.12161276012030003       0.91973503377989374     
